A1 B1
A1 C1
A2 B2
A2 C2
A3 B3
A3 C3
A3 E1
B1 C5
B2 C6
B3 C4
B3 E2 i
C1 C5 i
C2 C6 i
C3 C4 i
C3 E2 i
C4 E1
C1 I1 i
C2 I2 i
C3 I3 i
D1 D2 i
D3 D4 i
D5 D6 i
E3 E4
E1 E2
E1 I3
F1 F2 i
F1 F4 i
F3 F4 i
G1 H1
G2 H2
G3 H3
J1 J2
J3 J4
J5 J6
K1 K2
K3 K4
L1 L2
L3 L4
L5 L6
M1 M3
M2 M4
M5 M6
N1 N2 i
N3 N4 i
O1 O2
O3 O4
P1 P2
P3 P5
P4 P6

